comment,class
هادي عندها مشكل ف الهرمونات واخا بنت جسم و عقل ولد و كاينين منها بزااف لله احسن العوان,0
سير شبع طاكوس  الجيعان  عفو لي ناض  بغا يقلد,1
من حقك المتابعة قانونيا في موضوع صورك عارية من طرف زوجك أو أخته أو زوجته و هناك فصول تصنفها جنائية و سوف يلقون أقصى العقوبات كيف ما وقع في حساب حمزة مون بيبي,0
الله يهديها ديها لطبيب نفسي الله يعفي,0
ماشي من عادتي نعلق على شي فيديو لاكن بصح درني خاتري وماكانلومش هاد السيدة لاكن اللوم كلو لصحفي لي صورها واش تبغي ختك اولا لواليدة ديالك تشوفها هكدا اولاكنتي صحفيك واش تقدرة تلع نتي وديري فيدو فحال هكدا حشوووما عليكم تلعب بفقر الناس,0
زمن المتبرجات يعلمننا الأخلاق الله اعلم بأي شخص هو من يرزق ولو الحياة صعبة مع صبر  يسهل الله سبحانه,1
ضربت ليها الماضي ديالها كلو في زيرو لعنة الله عليها,1
هاد لقناة حضيا غير الحوايا و السواوي و الطباببن,1
سيري ياشوف تيفي الله اغبر ليك شقف تفو على مستوى,1
مجتمع فاسد لا دين ولا اخلاق ولا تربية الاب والام غير صالحين بتاتا يجب معاقبتهما اولا ومعاقبة الاخ الفاسد ثانيا ,1
كاين شي حد قلبو حنين يحن عليا,0
 تصحيح راك حاشي لقالب,1
والله الي غزاا فيك انتي اللي شوهتي بي المرأة المغربية تفو عليك الله يطلق سراحو,1
بقاو فيا وليديها ولادها الله إستر,0
والعظيم   حسبنا االاه ونعم,0
عبر عليك المسخا زيدي ديك سبعاوتلاتين غرزة فلايف ديالك,1
البلاد مشات أحمادي,1
الغلط ماشي ديالك الغلط ديال هذا الصحافة المعفنة صاحبة عدة وجوه ولكن الطيور على أشكالها تقع,1
خاصة القول طماع يقضي عليه كذاب,0
شوهو سمعة المغرب هاد صحابات روتيني اليومي فوقاش ينقارضو تفو على شقفة,1
العفن مثال حي عن تخلف وجهل البلدان العربية,1
ليغادي نخسرو فيكم هو الله ينعل الصحافة لبحالكم وبحال هاد المستوى ديالكم يخ مسختو من الصحافة ومن الفنانة ديال بصح بوزبال تفو,1
اش هاد التخربيق بغاو لويسام و دارو هاد الخرية  و داك من شجرة الرسول واط ذا فاك,1
هدا شيطان على صورة بشر  نار  وبأس المصير ,1
صراحة هضرتك سواقية فتي العيالات با أشواط حاول تنقي فمك شوية غيرعلى  دوك الوليدات اللي عندك ٠,1
انتهى الكلام و لا  جواب للمرتزقة و الخونة و الداعمين لهم إلا قرب الجدار ,0
عجب يتفاوظون على شعوب عربية وعليهم وهىلا تعلم,0
ماشي سيمحمد خصها تسميك سوسو المتوحشه ,1
الله يعطيك فيه الصحة عبرتي على مو القواد,1
الله يحنن عليك قلوب الخير نطلبو الله يفرجها عليك و على بنت يا أرحم الراحمين,0
غاتدخل لتاريخ بي اقوال مئثورة طاني طاني طنا تاعتك فيها لحنة,1
لا حول ولا قوة إلا بالله العلي العظيم رفقوا بهذا لوليدين,0
فرحوني الله يفرحك يارب بغيت غير أبوني,0
بهدلتي راسك الله يستر,1
اخيرا الفيديو فقناة نزار صراحة الملولي طلع راااجل معاااه ,0
سيري الله يعطيك الشوها اكثر  شوهتي بلادك الله يعطيكم الغرق انت ولبحالك صحبات روتيني ؤزوجك الله يطلق سراحو حيت راجل,1
عاش الشعب,0
كلمات لا علاقة سير تعلم البارودي كن غير ختاريتي شي كلمات زوينين بلا تخسار الهدرة باين عقلك موسخ,1
سري الله يعطيك العز اما لمسخ ركي فيه,1
نص دلموسيقى انستري,0
صبرا ال ياسر فان موعدكم الجنة,0
أنا من سنة  من رأى هاد الفديو فعرف أنك كافر,1
هذا بحال صوت سارة لي شرملها طليقها وعاونها الدكتور التازي,1
كايتفرجو و يصورو  بيييك يا المغاربة ,0
الشوهه والسلام ,1
هاد الديسك كان خاص تسميوه احمباك السيمو شي كريما,0
العنوان لا علاقة,0
سيري الله يمسخك,1
الله الوطن الملك شاء من شاء وأبى من أبى,0
خاصك شي أغنية طويلة باش بنادم يشد الستون معاها ويتسنط مزيان واش هادي فيها نص الفيديو غير هدرة وباغيها توصل  مليون,0
خوتي لبلاد عطات لشواد ما بقى ما يعجب كنقلبو على خدمة ب لحلال وزوجة صالحة شوف تيفي قناة صرف صحي باش تقربينا من علماء دين نتقربو من  لله كتقربينا من زوامل لعنة لله عليكم إلى يوم دين,1
الله يعطيك الذل الموسخة,1
مبروك ٢ مليون,0
وهاد نصائح دارت بيهم ختك ولا مازال,1
هاذ الصور زدتو شوهتو بهم العشيقة المخطوبة لانها ببساطة زانية وليست زوجة شرعية متغطيوش الشمس بالغربال وتستاهل من عندي دايرة فيها صعصع وباغا تشتت عاىلة هاهي جابتها فراسها,1
واربي وامي وابا وا الملك والعالم  والجمعيات  والمجتمع والامة وا البوليس والدارك  واش هاد شي واش هاد شي ياربي الكرة الارضية تحبس,0
مدلول ومسخوط الوالدين عمرك ماتربح في حياتك وعقل على هد التعليق,1
سبحان الله كم انت رائع يا اكشوان ربي يعطيك على قد نيتك اختك من الجزائر,0
اوى لوحات نيييييييييييت اللهم أسترنا فوق الأرض وتحت الارض ويوم العرض عليك يارب انقد امة محمد صلى الله عليه وسلم انها في بحر تغرق,0
تقي الله ويلا كونتي ديرا ليه شي حجا سيري فتحليه سحر ولا يفلحو ساحير حيتو اتا,0
تفو مغيضربوش مليون هه,1
راه فيك سيجن راجل سير طلب الله يفرج عليك راه انتي بنت غير المس ومخدرات خربقو ليك راسك,0
لي سيفط الفيديو لزهير هو لي جبد هد الصداع,0
تموت العفيفة ولا تأكل بثديها  اللهم لاتؤاخدنا بما فعل السفهاء منا  العتب كل العتب على قناة السفه والجهل والإسترزاق بجهل وآلام الناس حقا إنها الصحافة الصفراء والسوداء حتى ,1
شكون كيجي يشوف لاغنية فين وصلت,0
سير ترجل الله يغبر ليك الشقف,1
الفقي ديالك صحيح يا  لالا  رجل ولا  طايع,1
هذي خرفنت رجلها ربغى تخرفن المغاربة بغت نقلك بزاف علك حنى وعارفين أش باغة,1
واش مشيتي معاه بخاطرك لفوت ديالك نتي لضيعتي شرفك غادا معاه لوطيل باش تلعبو كاش كاش منك عداد ابنتي,1
تعاني من الالم و الأوجاع النفسية كثيراً كثيراً  ,0
عبرتي عليه زدي قضحيه,1
درتي تبهديل   تفوما بقات رجولة  مع احتراماتي ل شي رجال ,1
التعرف واحد  المرة بحال هكا الفوق بحال دري معندهاش ولكن بنت,0
الله يعطيهم العداب كلشي يقول أمين,1
وجه  قاصح  الله  يعطين  وجهك,1
دك السيد شاف مسكين معندو خدمة ولا صحة ولا والدين ولا خوت ولا دار حيث بسميتك دطشي علاش صابر الله يفرجها عليه,0
آلله ياخد فيكم الحق فهاد رمضان يارب,1
الله يشفيها قولي لها ان تمتنع عن كل ما في سكر واللحوم والحليب والبيض والخبز ماعدا الخضر والفواكه لمدة شهرين مع اكثار من الثوم اخضر ولوز المشمش ثلاث حبات كل وقت مع ذكر الله والله العظيم سوف تشفي وتبتعد عن العلاج الكيماوي لانه اخطر عليها من السرطان ادخلي الى اليوتوب وسوف تجد أناس شافاهم الله من هذا المرض يحكون تجاربهم,0
انحطاط وقلة الاحترام بمعنى الكلمة هذه هي أحوال أشباه الرجال,1
طزززز الفوسفاط مشا,1
شاهد القناة أ ولد خنز لاخور كولشي سينيال هد القناة مغنفتخروش بيها ف المغرب,1
جميع الصفات متوفرة فيها  العينين اكبر دليل عليها تم طريقة تحرك والعادة شهرية,0
شعلو العافية فالقلاوي,1
الله يهديكم ولا يخذكم لعندو ياربيماك جابت العز للبلاد  وانت جبت الذللكن تربية الفشوش الغالطة هي لدارتها,1
لا حول ولاقوة الابالله,0
وتا بنادم مكي لقا ميدير تا كي قول ندير شي حاجة دغية نطلع بيها في طوندوز تا كيدير بحال هاد تخربيق تفو علا زمر لي معايا لايك,1
اتفو على مستوى و بااااز بنادم مكيفكرش في الموت,1
انا فرحت فاش ولدات وقلت غيهديها الله وكانت نيت دخلات سوق راسها قبل ماتولد الساعة الله فكها وهي عاد حيحات والله يهديها,0
احسن جواب,0
دابة اش هد شى مفهمت والو راسي مبلوكى مع هد شعب لمكلخ,1
كاع كلكم ولاد لحرام حطب جهنمة,1
مع هاد المنكر ماشي في دجي كرونة دجي تا خوزنة تفو,1
هااادشي كيجيب التبووريشة و الله ,0
ابقي مغربيه بالحلال,0
ياربي تسترنا ياربي تحفظ ياربي انا بغيت لك كورونا,1
راكم فور عجبتني الأغنية تحية من الجزائر  نزار والملولي نموت عليكم,0
عياشة وخونة مغاربة رجال العز المغاربة,1
المغرب فيها ناس ياما محترمه فاستحاله تكون الشخصيات دي تمثيل لبلد محترم زي المغرب,0
المرا رها عريانة ياقناة الدعارة,1
كاين نوتيلا وكاين اللخرى,1
إعلام مصيبة,1
الله اروبن ليك الراس اويلي على الروبيني و الله هاذوك اللي دايرين فيها صحافه اللي خاصهم ش روبيني فالراس و حتى حنا اللي شفنا الفيديو ديالك ,1
ابراهيم غالي شفي الحمد لله  وسوف يعود إلي وطنه بكل راحة وطمأنينة انشاء الله,0
الله يهديك ا رفيق سير ستر البنت  و تزوجها و اعترف بولدك ربي ايسترك من عندو لكتاب كتاب عليكم شكون متافق معي ,0
الله يعطيك الذل  تيقتي راسك ضحية وليتو تخرجو وديرو مابغيتو ومنين تحصلو توليو تشكيو وتبكيو,1
منافقة بنت لحرام  الرجل مسكين طيحات من قيمتو,1
عرفتوا  حكمة ربي  ,0
فاسقة الله امسخك اصلا ماعندكش علاش تحشمي,1
بغيت نقولك شي حاجة اشوف تيفي ولكن لقتني صايمة الله يقبل مني جيتي في وقت غير مناسب,0
سيري الله يخسف بك الارض انت وهو الخامجين والفاسدين بورقت الزواج,1
حسبيا الله ونعم الوكيل  ,1
جد تاااافه وقمة الوسخ تا ولا هادشي كيطلع فالطوندوس,1
سيرعطيقيمةراسكنتابعداراكبنتولعكرملفوق,1
وديري روتينك وديريه يكون نقي لاش كاتحناي تجفي والناس ناقصة  الزين كايحشم على زينو والخايب الى هداه الله رآه المشكل فديك الرزمة الي عندك اللور,1
سيري ستري همك الويل قالتلي حسبي الله ونعم الوكيل راه وكان تعرفي كاع مديريش كاع هاد العجب,1
الله ينصرك خوي اعتبرها اختك خوي الظالم لا يأخر أجله,0
اش غدي نكوليك والله مصبت منكول,0
الله يحرم هذه الافعل,0
هاد فاماشي ديالك السوسي المزور,1
مال بنتها اش دارت,0
الله يرد بيك الدكر  خود فيزا تاع شي جايحة  وخرج من هد البلاد  خلينا مقاتلين غي مع المفسدين تاع السياسة والقانون والعقار ووووووو,1
اذا الجريمة مفيهاش غير قاتل واحد حتى اصحاب الكيلو مجرمين طيحو ليه الضحية الارض,0
و رينا نشوفوا تصاور لي عريانين باش نتاكد,1
قريبا يوم القيامة,0
"انا مغربية اقطن بالديار لوكسمبورجية
شعارنا الله الوطن الملك 
وعاش الملك محمد السادس نصره الله ",0
برافو على المرأة المغربية فين ممشات قاضيين الغراض,0
كل مرة تبيني في السليب تاعك و الملابس الداخلية ديالك ماتحشميش,1
هههه قتلوني بالضحك هادوك اي موراه كيقولو مال هدا,0
نتا بعدا من عندي ماتستاهلش تكون رجلها حيت باينة فيك غير رعواني,1
المغرب غادي فالخسران والله هادشي تايبكي بزاااف والله العظيم تانشوف بلادي ولا فيها غير المصائب مصيبة وراء مصيبة أكبر من اللي سبقتها  الله يسترنا فوق الأرض و يوم العرض,0
عوض عثامنة مشغول بامن بلده اسرائيل ,0
شكون عطا الحق لشوف تيفي باش تحط تصاور الناس و تشوهم هادي راها جريمة,1
لحولا و لا قوة الا بالله العلي العظيم    والخوت حضيو رسكم من لمرض,0
مزال شوف تيفي غادا تجيب المرا لي طيبات البرقوق و اللحم هه و مول المشموم و باتيسري ديال الحلوى ,0
"بكيت واخا عمري ظنيت نبكي على نزار
هشام رجولة خليكوم بجوج",0
بغيتي تعرفي كيفاش كليك هنا,0
قلة الدين والعقل فين كتوصل,0
خوت مبغيت والو  غي دعيو معايا باش ربي يساهل عليا ونجح  دعوة لشخص غريب مقبولة كولشي ليشاف هاد  الكومنت بغيت غي دعيوة بش ننجح وصافي,0
وابنتي واتي مالك على هاد الخفة مازال غازايدة فيه ماشفنا تصاور ماوصلونا تصاور تا وريتيهم انت دابا اوعدي سترو راسكم شوية وبقاي تابعة شوف تي في راه ماعندهاش حدود ومحرمات اي حاجة تجيب لها لفراجة تقدر ديرها خليك في القضايا ديالك وماتبقايش تخرجي هاد الخرجات وتهتك ستر الله عليك صافي راك غا كتفرجي الناس فيك وفيه باش تعرفي راك كنت مع ذكر مل همو ينكح ويزهو وبس ونهار ولدتي ودخلتيه في المعقول ماعقلش عليك ورسالة للبنات والمتزوجات ماتبقاوش تصورو راسكم من غير هدوم ومسحوا تصاوركم من ديك المصيبة ديال تلفون ياااربي تسترنا فوق الارض وتحت الارض ويوم العرض عليك,1
الله ينصرها عليه وينصر كل مظلوووم ويفك اسرها,0
ولاكن الجوع كافر والخلايجه يعطون ترامب ويتركو العرب المساكين حسبي الله عليهم,0
كذاب هي ضحية كلب مسكينه,1
دراري دخلو عندي ,0
كتشبه لممثلة التركية نيهان,0
غزا فيك حتى انتما مابغيتو لاتحشمو ياصحابات روتيني ديال العفن والمسخ,1
اللله ينزل اعليك النعلة وحتى اللي سجلوا امعاك,1
اللهم إني صائم  خويا سعيد على وجه المتعة اللي تلقيتها منك في التسعينات وأنا طفل والله ما نقول شي حاجة اللي تخصر صيامي  وكنثيق في ذكاءك بحيث أن ما قرأته الآن جد كافي ليصلك ما كنت أريد قوله  تحياتي,0
واه يالميلودي كبرت عندي زمان مشفتش صورتك كنت نشوفها غير في ليبوشات سيدي وكان يعجبني غناك سيرتو تاع جاتني تبكي مسكينة واش من سبة بصح دروك تبانلي راك تلاشي خوكم من الجزائر,0
قبح الله الفقر,0
هادوا خاصهوم يتقطع لهم الرييوس هما و لي مأيدينهوم من صحافة و ناس لي كايتعاطفوا لي تعاطف معاهم عرفوا بحالهم الله يستر تابعين الشيطان و كايزنلهم الفعايل و  يبقاو لا منوع ضربوه منوع يتقاس و ا سيروا الله يقطع ليكوم الرييوس معاهم كانصح كاع المشاهدين يقطعوا المتابعة فهاد القناة و كاع الفيديوهات حيت صحافة الدعارة باغا باش ماكان دخل الفلوس و لو على حساب خوتهوم وكاتوجه هاد رسالة ليهم دابة ماعندكمش شرف حيت قادين تصوورا وتنشروا بحال هادشي الله يلعنكم باغيين تعمروا رأس دناس بهادشي و لكن ربي ان شاء الله الله موجدلكوم واحد نهار في تحرقوا فيه على هادشي الا قانون الشواذ سامح لهادوا يعيشوا و نتوما تصوروا ربي داير ليكم أخرى فدار الآخرة ان شاء الله العلي العظيم,1
ربِ أرجعني لعلي أعمل صالحاً,0
بنت بينة مربية مشي بنتهم,1
شكون جا من بعد مارجع نزار لعند ندى ابن هنا,0
المشكل انه تايق فراسو  ههههههه الله يعطينا وجهك  ههههه  رابحة  و مادارت,1
يبقا فيك غير سيمو بالي واكل شي ودن د الحمار شااارف ههههه,1
استغفرك يا ربي واتوب اليك    أعود باللله من الشيطان الرجيم  حشومة اش هادشي  لي تانسمعو ما بقات حشمة يا ربي السلامة  حاشا تكونو مغاربة شوهتو بينا الله يهديكم الطريق المستقيم  بزاف هادشي  الله يبعد علينا هاد الوباء ويبعد اعلينا هاد العفن لي تانشوف بلوك بلوك بلوك بلوك بلوك بلوك,1
شوهة تيفي ماعندها مايدار  نشروا لينا مواضيع مهمة   كرهتكم  لا اخبار زوينة لا مواضيع مقابلين غير الشوهة ما كاين غير المغاربة علا وجه الكرة الارضية والله يهدي الجميع بنادم كيتكلم في اعراض الناس كاين الله سبحانه غادي يحاسب كل واحد,1
على أية حال خاص الناس يكونوا واعيين و متشبتين بدينهم ذكورا و إناثا,0
لا حول ولا قوة الا بالله العلي العظيم الله ياخد الحق فيكم الله يهديكم ويرد بيكم ونتي اساره عندك بنت الله اجازيك متربيش بنتك بلحرم الله اخليك بقت فيا بنتك غي فكري فبنتك  وانت اخي سفيان الله يراد بيك وترجع لرجليتك هدشي وتكن رجل بحل سيدك اخ تفوووووو,1
ههههههههههههههههههههههههههههههههههههههههههههههههه ناري معامن مشاركن اوكسجين,1
غدا امك وباك يبان في شوف تيفي دبحولي بنتي كرضوها راجلي طلقني كثرتو بزاف شوهتو بينا,1
الله يشوف من حالها مسكينة جسدها بنت و هرمونات ذكورية,0
   أحسن حاجة درتي اخاي والله هو كوبيرايت لهاد الخرا ,1
وين راه الصوت,0
العز للمغارب عاش الملك ,0
اهديك ماشي مها بتقولها سيري كبي لما على كرشك عيييب,0
دخلو سوق كركم,1
نتيا لفعة كطيحي بكرامتو غير بالفن لقتيه دريوش ماعندكش الوجه المقزدرة راجل كيبقى راجل اللفعة شوهتي براسك في حومتك مابقاتش عندك قيمة المدلولة لكتكوز امام الملىءفي الكميرة,1
واش  دابا  نتي  كتعاودي  هاد  الشي  والعائلة  ديالك  كتسمع  واش  عندكم  رجال  في  العائلة,1
والي وصله فيديو مايبرطجيش يمسحو ويقول الله يستر,0
نشرة على الميديا   ,0
لي مونطا هاذ الفيديو مطلوب حي ولا ميت هههه تجيب ولد كيقرا فتحضيري يصايب حسن منو,1
  البحث عن من يصلي علي الرسول ,0
فاش غيفيد هادشي  واش مابقا عندكم ماتعملوووو,0
لا زدتو فيه بزاااااااااف شنو هاد الخنز الله يغبركم علينا صافي عيينا من هاد الوسخ ديالكوم غاديين و كضسروا,1
الله يكون معك اختي  ديما الام هيا لي في العداب,0
امرأة غزالة كتحمقي كن كنت منك و خدامة و برزقي اقسم بالله حتى ندير ليه الصابونة وناخذ سيدو المخير في صحابو المحامين  و نخليه ليها تطليه اصلا نزلتي لمستوى ماشي ديالك باينة فيهم مساسيات,1
حرية شخصية عري,1
اللهم ان هذا لمنكر,1
الدعوة لله لهادو لي كيعيطوليها ويتفلاو عليها عبر الهاتف الله ياخد فيكم الحق والله يجعل امك ولا اختك تحاط فهاد الموقف الشعب يهودي تفوووو,1
تفووا عمركم شفتوا شيء بلاد في هاذ الوجوه ماليها دايرين فحال  هاذ الشعب ,1
ههههه   مشي  غير    دارالبيضا   ليفيه  ديعار  داب  نتوم  بندم  ليكتشوه    بنتكم  تفو  شوهتو  المغرب,1
تفو على صحافة,1
توصل بيك تسمح فروجلتك باش تشهر كون كنت امك كن دخلت عليك الحبس نحفظ بعد غي ستين حزب,1
كتافك قد الجمل سيري قلبي على خدمه نقيه وشريفه بالحلال و ستري راسكوقبل كلشي داوي مخك هو الاول,1
شوف تيفي طار ليك الفريخ دايرا راسك في الخوا الخاوي وكاينين ناس في المستوى ومحتاجين نستافذو منهم ماشي هذا الوسخ الله اينزل علينا الرحمة,1
لطفك يا ربي,0
كل تعليقات سلبية علاش منقولوش ليها نعونوك  فلمشاهدة ولكن تستري ولكن كلشي تينتقد الله يعفو عليهم ويهديهم,0
ماتيقيمش ليكم ككنت تنصورها كون حويتهااا,1
وسيري الله يمسخك تفو,1
وااا شوف تيفي كجاكم سمحمد ,0
وراء كل عظيم امرأة,0
الله سترنه يارب العالمين قاله رجاله  يودي عليه رجاله شقه  أو عون  ماشي عيب غير هدك لابس  عليه كامير    هو عيبا ركي  كبير مدير هدك الحله  فيه راسك    ستري  غير رأسك  حده رجالك انا تحسبا عليه   يوم القيامه,0
راه شرع الله عطاء للرجل يتزوج  زوجات أشيخة كون الراجل عاجباه الزوجة الأولى مايمشيش يتزوج بالثانية الله ينعل لعطاكم القيمة الشيخات,1
كل ما في الامر انكما زانيان تستحقان معا السجن,1
عيجي وحد نهار بندم عيولي يمشي عريان تبيسة معليه عيوليو فحال القرودة تمسخو تفو ملي كنت صغيرة ديما كنت نحلم نعيش فغبة مع الحيونات واليوم ملي كبرت الحمد الله تحقف حولمي وعيشت مع الحيونات والكين بلا غابة,1
لا را ه بنت بزاف عليك,1
كذاب ليقول ليك نقود لاتجلب سعادة بغيت غير نعرف شكون قالها جيبولينا غير فلوس ونخلقو سعادة رسنا ما أجمل فقراء وما أقبح الفقر الله يكون فعوانكم,0
انما الشيطان يدعوا حزبه ليكونو من اصحاب السعير,0
وسبب الدعارة ايضا ان المغرب يعتمد بي نسبة كبيرة في اقتصاده لانها هي مصدر الرئيسي لي جلب السائح الاجنبي ولا ننسى ان المغرب يعتمد ايضا على زراعة المخدرات  وهدا هو سبب بقاء المغرب على قيد الحياة ويستمر معا قساوة العيش والحياة في هده الدنيا,1
هذاك جزائري مسخ الناس يتعاركو فيما بيناتهم والجزائر خاشيا روحها كالقراد تفووو وعاش الملك لو كنت انا تمة كون كليتو نروح يماه فتابوت يتدفن في خنشلة ,1
لاحول ولا قوة الا بالله  اللهم استرنا فوق الأرض وتحت الارض و يوم العرض وكل من قال امين من أمة محمد,0
بحالها بحل بنت عويطة,0
الله يعطيك الحكة وقلت الظفار,1
بنت بينة مربية مشي بنتهم,0
اويلي يا ويلي واش معندو وليدين ربي ماجيبوه ليا نتاف والديه و نعاودو ف ترابي لا راجل و نعم الرجولة  واقيلة تيق راه من يولي بنت راه غايزيان تفو بحال هدو كن غير حطوهم ف حدود يتلقاو لكورونا عصصصصصابني والله وبغيتها تعطاك ف القلب انشاء الله,1
ختي برك من شوها ره مغرب وقفين معك برك من شوها  سترب راسك ركي أم فكري فالله سبحانه وتعالى  حقك لبها الله غتخديه,1
شوف تفي هادي هيا  نهايه ديالك غرقتو معاه تايجيكم,0
كون عطيتو مو بواحد كراطة لظهر,1
مبرك عليك أخاي,0
حسبي الله و نعم الوكيل,0
عليك بي الرقي روحاني عبدالله سوسي,0
الله يلطف بنا,0
الله ينعل الرجال إلى كانوا بحالك ا,1
هدا دار شي غلط وقيلة وحيدو لو الصوت او لا بسبابو ماتو نص فالمغرب بالفقصة ,1
الله اعطيك العيز أما الدل راك فيه,1
الله يشافيها مسكينة نعل الله الفقر,0
قهرتونا و الله زبل ,1
لاحول ولا قوة الا بالله العلي العظيم حسبنا الله ونعم الوكيل في المفسدين,0
كل من عليها فان ويبقى وجه ربك دو الجل والاكرام نحن في عمات الساعة وقد حدرنا النبي صلى الله عليه وسلم من عمات الساعة رفع الحياء من النساء كثرت الفتن وكثرت الهرج هدا ما نراه الان اللهم انا نسالك حسن الخاتمة سياتي يوم الندم في وقت ينفع فيه الندم والله يمهل و يهمل,0
واش هاد الشوهة غلبداتو بنت عويطة كملاتو بنت نوال المتوكل الله يهدي مخلق ,1
كون كنتي بنت الأصل اش خرجك في ليل مشيتي بخاطرك وفرحانة لاش تتشوهو المغربيات يخ يلاطيف,1
يا ربي السلامة سيري يا أختي الله يحفظك ويحفظلك وليدك والله يلطف بالجميع,0
وماالحياة الدنيا الامتاع الغرور اتقوا الله في ابناءيكم,0
عفاكم دعيو معايا نجح ,0
ماعليها غير تدير النقاب تينساو الناس هادشي وخص الفديوات اتمسحو ميبقاوش الناس ابارتجيو ولي كيعرف هادشي ديال الهاكر والاعلاميات امسحو ليها هاد الفيديو الواحد كله عيوب وحتى واحد لا يزكي نفسه إلا الله عز وجل,0
تشوفو منال تعتازل,1
الوالدين مساكن تيقطعو في القلب,0
هذا ماشي غير زامل هذا راه الدكتوراه في الزملة,1
ماسونية  هاد البرهوشة  مئة في المائة,1
أعوذ بكلمات الله التامات من شر ما خلق,0
أش داك معاه الفندق نتي مريضة وفكيها دبا مع هاد البراهيش تفو عليكوم,1
هي وخيوبي فقيههم صحيح,1
عافاكوم الله يخلي ليك لوليدين ديرو ليا ابوني,0
لاإله إلا الله محمد رسول الله,0
كتبقى مع كلب حيث ربما لقات الرحمة  والرأفة فالحيوان وما لقاتهاش فالانسان,0
واعباد الله اش هاد العجب حضارة ماهي حضارة ثقافة ماهي ثقافة مفهت والووو الله يرحم ايامك لفهم شي حاجة يفهمني,0
لكاضر ديال راجل والموطور زامل,1
الله يعطيك الدل وكتكوليها بوجهك حمر وباز الله ياخد فيك الحق بغيتي تشتتي عائلة,1
أكبر مصيبة فالتاريخ و أقوى من قنبلة هيروشيما هو موقع يوتيوب لان سيئاته أكبر بكثير من حسناته يوتيوب خرج على تربية و أخلاق الملايير من الناس و خاصة الناشئة لها الاباء عن أبنائهم و الزوجة عن زوجها و مسؤوليات بيتها دمر الملايين من الأسر و أنا من هنا أعاتب الدولة للسماح و ترخيصها لجريدة منحطة كشوف تيفي,0
بغاه يرضاك سعيد تخدمي كولشي الفسدات توبي الله هدى,1
السلام عليكم اخواني الشباب لقد سمعت الربورطاج وبغيت نعلق نصيحتي إلى المراهقين وإياكم والعادة السرية او لأ ف هي حرام ثانيا فهي تسبب في العجز الجنسي والقدف السريع مما يجعل العلاقة الزوجية تنفك بسرعة من بعد الزواج ويتبعه الطلاق يعني أخويا أنت لي تقول العادة زينة ملئ تزوج تلقى التعبئة تسالت لك وداك الساعة لمرا تهرب لك حيت مغديش تلبي لها الرغبة الجنسية في هده الحالة اما تطلق منك وإما تفسد عليك وجمعوا كركم الكفايتية ملئ تكبروا وتبغوا تزوجوا تلقاو راس كم مثليين حت البزكلو مغدش يخدم,0
حيدخنكوزامحمدهههههههه,1
كون كنتي بنت الاصل مديريش العلاقات الغير الشرعية السيبة هذي,1
كيهضر اوواتق في نفسو سير الله يعطيك ذل المدلدل,1
ما الفائدة,0
هدا الصحفي ديالك الويل ماكايعرفش اطرح الاسئلة,1
وكون غنتحري غيكون احسن,1
الفن د القلاوي   حشا   المشاهدين ,1
عندي احساس بالي هاد الكومنت ايشهرني ولكن ديما الحساس ديالي كيخيبني  صاف غير كمل كومنترات ,0
بقاو فيا هادو لي رباوها أما هي أنا راني بغيتليها الإعدام راها شوهات البنات حيت حوتة وحدا كتخنز الشواري,1
بحالها بحال بنت عويطة الله يستر,1
اويلي أعياد الله انا ولادي كنحشم نلبس حداهم بيجامة بلا سروال و انتيقدام العالم كامل كتجفي محنية اويلي على غدايدي,1
دروك هادو اش ذنبهم ابردي أش ذنبهم فهادشي يارب تشوف من حالنا وتصلحو,0
المحاميين كلهم عايشين غير في الفساد والرشوة أكبر شفارة في المغرب هما المحاميين كياكل أو كيفترس الحم الشعب حسبي الله ونعم الوكيل ,1
برو هادشي حسن من سبوليا موليا  مزكتيني اساط,0
يالطيف يا ربي,0
ياحبيابي الله يسر امركم ويسهل عليكم ويرزقكم بي دريه صالحه وربي يسعدكم ويوفقكم ويبعد منكم كل الاحزان وشر البشر,0
فين هاذ سلخوه عيقتو شوف تيفي تبقاو تكتبو عناوين مظبوطة,0
الله يعطيكم الصحة   ديما حاضرين,0
شفنا القناة ديالك,0
عنوان الأغنية الي فالبداية,0
الميلودي عحباتو الطراكس,0
هادي بنت حت كتجيها حق شهر خسها غير طبيب نفسي,0
الله يعطيك المرض تفو حنا بنات او مكنديروش هاد الشي,1
جاو إشجعوا المنتخب صدقوا شجعوا الملك هههه,0
حسب كلمة ما توشيش السيارة لا يكون إلا من مخابرات عبلة الإرهابية,0
واش انت سوقك في شركة او شقق راك محساد  اتقي الله,1
المغاربة استرجعوا الصحراء من الاسبان نفسهم وليس من تبون وعصابته ,0
لوبي دزب,1
يبقا فيك غير سيمو بالي واكل شي ودن د الحمار شااارف ههههه,1
ثالثا و هي الأصعب محاولة توفير الشغل لههادوك البنات باش ما يمشيوش للشارع,0
اليوتيوب المغربي وليت كندخل بحالة داخل لدار دعارة,1
انه البزول يا سادة وصدرها بلا سوتيان وقاعها بلا سليبان,1
شوهتينا الله ياخد فيك الحق الامازيغ متبريين منك,1
مكمش شرويطتو خايف يطلقها ,1
عاش الملك محمد السادس النصر للوطن والموت للأعداء,0
السلام عليكم اشك في الخبر جملةً وتفصيلاً  وستايك التفاصيل لاحقاً تحياتي,0
